('Grocery_and_Gourmet_Food', [('flavors', 2104.380375336627), ('snack', 2070.358999580278), ('delicious', 1741.6780584465223), ('tasting', 1740.7145563782717), ('tea', 1693.1704555543004), ('tastes', 1664.2852352380523), ('chocolate', 1609.9985178309346), ('flavored', 1420.7523640330223), ('sugar', 1365.634127775429), ('tasted', 1054.619936241518), ('teas', 944.7654424824934), ('drink', 943.48468473025), ('organic', 934.8176067390827), ('coffees', 875.5591258791943), ('sauce', 856.7516500427226), ('salty', 837.7395312809903), ('butter', 805.9957113523401), ('gluten', 786.8339110370358), ('tasty', 756.5233688087118), ('flavorful', 709.2061895347061), ('peanut', 685.2281375729144), ('sweetener', 684.4198693250094), ('milk', 682.0094010943559), ('spicy', 679.1601075170908), ('salt', 667.4459338842908), ('cocoa', 666.4371424506602), ('candies', 665.1916064926287), ('coconut', 661.7321113277233), ('keurig', 651.8882617789621), ('corn', 636.1703161309046), ('cereal', 636.0965047129672), ('creamy', 635.4492341372182), ('seasoning', 603.9234935706139), ('aroma', 599.5839902999597), ('eat', 599.2099877140251), ('crunchy', 592.0944246290685), ('cinnamon', 592.0944246290685), ('bitter', 589.8609606071241), ('cookies', 577.745194463488), ('almonds', 569.186656488311), ('texture', 566.7034868312472), ('sodium', 553.0720187661495), ('grocery', 541.2291797232739), ('cup', 540.600562648367), ('chewy', 526.2353477457181), ('crackers', 522.579874038725), ('yummy', 510.49908849514986), ('rice', 509.8246334684492), ('oatmeal', 491.1511556549238), ('starbucks', 462.5451880268734), ('drinker', 456.56488333641653), ('breakfast', 456.3466055863701), ('aftertaste', 449.5901336873653), ('calories', 447.89455958408445), ('cups', 424.66471227619024), ('candy', 414.4367248848823), ('healthy', 411.3743620524183), ('fruit', 407.2457019208919), ('decaf', 399.0744533494874), ('cereals', 399.0744533494874), ('caramel', 391.95545841232246), ('flour', 386.7558686436589), ('sweetened', 379.43369952650795), ('hazelnut', 379.43369952650795), ('roast', 373.9287004603734), ('chocolates', 371.5739003432531), ('iced', 360.9292602395254), ('pack', 358.85476275785027), ('tazo', 358.69499643418993), ('granola', 351.9136281918112), ('syrup', 346.05797482113405), ('stevia', 343.52200114103533), ('flavoring', 343.496959756098), ('vanilla', 337.30233979941573), ('caffeine', 326.8200046044579)])
('Health_and_Personal_Care', [('till', 3.875588117737864), ('consistently', 3.8693811759468266), ('organization', 3.8568258849933716), ('finest', 3.8568258849933716), ('contrast', 3.8568258849933716), ('volumes', 3.8568258849933716), ('emotionally', 3.8568258849933716), ('traditional', 3.85213308269588), ('clips', 3.827830147026603), ('desire', 3.8237197992667964), ('race', 3.8237197992667964), ('student', 3.821165564001529), ('straight', 3.8191563640380477), ('golden', 3.8186886085717395), ('descriptive', 3.8186886085717395), ('native', 3.8186886085717395), ('portions', 3.807020994343586), ('supplier', 3.8051554645126764), ('consumers', 3.8051554645126764), ('zip', 3.7933073568191467), ('designs', 3.780570359393422), ('messages', 3.780570359393422), ('boys', 3.769895068051074), ('grew', 3.7690682694511892), ('firmer', 3.759660375597073), ('facet', 3.759660375597073), ('caramel', 3.759660375597073), ('bissell', 3.759660375597073), ('sweaters', 3.759660375597073), ('arent', 3.759660375597073), ('cedar', 3.759660375597073), ('squat', 3.759660375597073), ('cinch', 3.759660375597073), ('knuckle', 3.759660375597073), ('becasue', 3.759660375597073), ('enhancement', 3.759660375597073), ('interval', 3.759660375597073), ('alkaline', 3.759660375597073), ('fullness', 3.759660375597073), ('riding', 3.7552152868464916), ('moon', 3.7552152868464916), ('tune', 3.7552152868464916), ('efforts', 3.7552152868464916), ('faced', 3.742471515564758), ('disk', 3.742471515564758), ('expect', 3.7402091460436995), ('shame', 3.737138555261218), ('freezer', 3.732266686386489), ('picking', 3.7197897965496733), ('touching', 3.7197897965496733), ('fails', 3.718960325788937), ('ensure', 3.716848866781351), ('back', 3.7130851402604086), ('amounts', 3.7039994457220327), ('duration', 3.6972768966474123), ('retrieve', 3.6972768966474123), ('serum', 3.6972768966474123), ('clog', 3.6972768966474123), ('flare', 3.6972768966474123), ('brakes', 3.6972768966474123), ('fats', 3.6972768966474123), ('powerful', 3.6838336387929584), ('boots', 3.6734337693760635), ('grease', 3.6680416421662887), ('batch', 3.6680416421662887), ('bullet', 3.6680416421662887), ('addictive', 3.6663336100192785), ('al', 3.6663336100192785), ('photo', 3.654306695030212), ('supporting', 3.646558126473239), ('generation', 3.6432542711441536), ('seemingly', 3.6282953593020504), ('overcharge', 3.6130289395147344), ('discribed', 3.6130289395147344), ('warrantee', 3.6130289395147344)])
('Home_and_Kitche', [('vacuum', 1262.155791848174), ('oven', 1200.2937051549002), ('clean', 1112.0966850837156), ('dishwasher', 1108.671481464873), ('lid', 1107.8661224189168), ('pan', 1024.5734691658631), ('pot', 890.0050668792478), ('maker', 814.365538919735), ('pans', 804.2115566671954), ('cup', 769.7672004046178), ('mattress', 724.4437654556875), ('water', 648.9004645639343), ('toaster', 634.1770016800713), ('cups', 632.0968715036952), ('sheets', 628.0395992031229), ('comforter', 594.3874030856925), ('pillow', 577.8261585866022), ('microwave', 563.2653594721005), ('mug', 560.786644026102), ('counter', 545.249566172196), ('cook', 542.3642861759516), ('cooking', 540.1150810859134), ('machine', 528.7565625938543), ('cooker', 521.0213324621656), ('cookware', 499.9742541319675), ('cuisinart', 472.1742461419119), ('poster', 470.2315288050048), ('bed', 468.0698239021557), ('brew', 445.96788754967946), ('filter', 429.6085933116842), ('stainless', 420.0662798086029), ('brewing', 406.16158066718316), ('cooks', 404.2556973341889), ('pots', 397.34788089297257), ('grinder', 394.7961090901147), ('bowl', 392.93499894942096), ('bread', 390.2488778020375), ('juicer', 384.8127077069639), ('steam', 384.6664001969193), ('glass', 384.48607199732584), ('heats', 373.90508848797487), ('kettle', 369.0799086514637), ('stove', 366.1513140377696), ('heat', 356.99820917450967), ('rack', 356.8365473007456), ('espresso', 355.5373634917557), ('lids', 343.6376802126515), ('heating', 343.00123096427), ('grind', 340.39797195169257), ('cleaning', 331.77201837335525), ('steamer', 331.1143931534221), ('pitcher', 325.49533981399867), ('blender', 315.50696970270855), ('carafe', 315.1994202986563), ('dyson', 315.10447732406413), ('knives', 314.8655504273591), ('baking', 312.3805321130272), ('filters', 303.7416621674747), ('mugs', 299.7716897799102), ('coffeemaker', 299.7716897799102), ('drip', 297.1054296640948), ('pillows', 295.36243005115364), ('heater', 290.28105636074935), ('carpet', 289.3072289732264), ('suction', 284.62974910784504), ('thermometer', 277.8465419983879), ('temperature', 275.703436253613), ('pour', 273.00073808836123), ('bowls', 272.6324617891035), ('handle', 271.7872362878796), ('timer', 269.0966026063619), ('bottom', 268.6327272948177), ('curtain', 268.14878690152506), ('dough', 266.30020869328354), ('room', 263.1261148297657)])
('Kindle_Store', [('abbe', 23.595931155863983), ('lisareviewed', 23.595931155863983), ('thelp', 23.595931155863983), ('podibooks', 23.595931155863983), ('manaconda', 23.595931155863983), ('riqueza', 23.595931155863983), ('estudando', 23.595931155863983), ('hospistal', 23.595931155863983), ('hendrickson', 23.595931155863983), ('intercede', 23.595931155863983), ('beseeching', 23.595931155863983), ('dulock', 23.595931155863983), ('inhaltlich', 23.595931155863983), ('rlich', 23.595931155863983), ('diese', 23.595931155863983), ('dabei', 23.595931155863983), ('geliefert', 23.595931155863983), ('umsetzung', 23.595931155863983), ('mobilereference', 23.595931155863983), ('broadened', 23.595931155863983), ('karol', 23.595931155863983), ('kthe', 23.595931155863983), ('gallowglas', 23.595931155863983), ('posee', 23.595931155863983), ('presentando', 23.595931155863983), ('pagado', 23.595931155863983), ('practica', 23.595931155863983), ('saffinger', 23.595931155863983), ('privateers', 23.595931155863983), ('coverthe', 23.595931155863983), ('pyt', 23.595931155863983), ('madelines', 23.595931155863983), ('eening', 23.595931155863983), ('vj', 23.595931155863983), ('witholding', 23.595931155863983), ('prayershave', 23.595931155863983), ('cecylee', 23.595931155863983), ('ofmagic', 23.595931155863983), ('obsessionceline', 23.595931155863983), ('kirstyanne', 23.595931155863983), ('crabtree', 23.595931155863983), ('sahe', 23.595931155863983), ('convievient', 23.595931155863983), ('multifareous', 23.595931155863983), ('xing', 23.595931155863983), ('stableboy', 23.595931155863983), ('espen', 23.595931155863983), ('bunnythe', 23.595931155863983), ('todthe', 23.595931155863983), ('tiggy', 23.595931155863983), ('rabbitthe', 23.595931155863983), ('winklethe', 23.595931155863983), ('gloucesterthe', 23.595931155863983), ('narindra', 23.595931155863983), ('participates', 23.595931155863983), ('hexagrams', 23.595931155863983), ('trigrams', 23.595931155863983), ('kpw', 23.595931155863983), ('grammaticle', 23.595931155863983), ('pauling', 23.595931155863983), ('desaprovechando', 23.595931155863983), ('orestes', 23.595931155863983), ('unannounced', 23.595931155863983), ('chantilly', 23.595931155863983), ('athnaisos', 23.595931155863983), ('behaviorists', 23.595931155863983), ('caldera', 23.595931155863983), ('parkin', 23.595931155863983), ('fiano', 23.595931155863983), ('hore', 23.595931155863983), ('carina', 23.595931155863983), ('readrisking', 23.595931155863983), ('shiitake', 23.595931155863983), ('coud', 23.595931155863983), ('twining', 23.595931155863983)])
('Movies_and_TV', [('dvd', 8746.742991979037), ('acting', 5158.798795314169), ('movies', 5030.696393981536), ('watch', 4310.1744762011085), ('films', 3688.723785173213), ('actors', 3618.847082164585), ('watching', 3526.8186636427026), ('watched', 3021.988177820571), ('episodes', 2346.67830684171), ('season', 2187.31615172814), ('cast', 1840.885442321501), ('show', 1713.3629242528502), ('director', 1680.732685052332), ('episode', 1638.6267788056489), ('actor', 1612.9315013133694), ('comedy', 1523.093534522489), ('scenes', 1380.5426224067382), ('seasons', 1321.4840231262756), ('flick', 1192.9471529836528), ('script', 1155.7429239276357), ('vhs', 1086.5872204606687), ('scene', 1073.8419054869055), ('video', 1041.327267264915), ('funny', 911.7109218597495), ('performances', 893.1187226407092), ('dvds', 864.4544698856937), ('documentary', 862.0647465359782), ('extras', 855.0476867379424), ('blu', 845.694269113099), ('subtitles', 837.949941841896), ('role', 825.336190951711), ('viewer', 786.4747898966939), ('viewers', 767.7431608935601), ('effects', 746.2878856375419), ('cinematography', 674.6233582948605), ('ray', 660.9030461514549), ('classic', 654.0800325280961), ('animation', 645.028801806756), ('footage', 640.0933086442836), ('actress', 622.5631014265314), ('filmed', 616.9325626894627), ('special', 612.0464110556603), ('horror', 604.8284731247462), ('action', 594.5247195379927), ('cinema', 551.9261067934248), ('hollywood', 545.2179939703032), ('tv', 544.3310786807766), ('production', 522.9357170334425), ('roles', 511.74137121534613), ('aired', 492.892512702568), ('remake', 481.5715850524839), ('nudity', 461.7905111089957), ('viewing', 421.84933112229623), ('cgi', 421.6907888372034), ('animated', 420.0847507936355), ('shows', 416.77817687021013), ('theatrical', 414.5143770044297), ('anime', 405.91609465652255), ('television', 399.2055631723159), ('performance', 384.2290994266615), ('plot', 383.20411825977885), ('acted', 377.2104251346348), ('rent', 375.51459870184516), ('disc', 373.7122906304014), ('series', 367.86200293017436), ('screenplay', 367.6626116980091), ('released', 367.02998146284875), ('hilarious', 364.69772046829166), ('laughs', 361.78296352723225), ('rented', 361.6716599821412), ('directed', 359.1717741932039), ('played', 354.0532145914092), ('casting', 353.4701481575369), ('entertainment', 350.9262649763598), ('disney', 347.0408445354755)])
('Musical_Instrument', [('pedal', 963.4650563239587), ('addario', 783.3396860093372), ('behringer', 783.3396860093372), ('tuners', 765.224010196727), ('mic', 734.64779687483), ('tuning', 683.2150472703655), ('truss', 651.1256237427864), ('drum', 583.3638724190918), ('rosin', 556.6887957616324), ('metronome', 556.6887957616324), ('fender', 548.2779913792294), ('epiphone', 499.7385743013953), ('sound', 491.9579056725722), ('reeds', 485.862739268395), ('pickups', 485.862739268395), ('numark', 469.9918865095273), ('pickguard', 469.9918865095273), ('xlr', 469.9918865095273), ('instrument', 469.02093192269353), ('yamaha', 446.9420897114146), ('pedals', 445.73181224932756), ('dunlop', 415.12385234145637), ('frets', 415.12385234145637), ('string', 404.7021192105399), ('capo', 386.7100151507226), ('intonation', 386.7100151507226), ('violin', 377.3198207688661), ('preamp', 350.99990653240064), ('gigs', 324.0969750378239), ('gig', 321.2736652980925), ('guitars', 320.86974934345756), ('snare', 320.61237152901674), ('ibanez', 313.32394945894174), ('akai', 313.32394945894174), ('rocksmith', 313.32394945894174), ('lavalier', 313.32394945894174), ('mxr', 313.32394945894174), ('swampy', 313.32394945894174), ('wuhan', 313.32394945894174), ('emg', 313.32394945894174), ('amplitube', 313.32394945894174), ('irig', 313.32394945894174), ('maschine', 313.32394945894174), ('footswitch', 313.32394945894174), ('tuner', 311.8220405886891), ('amp', 294.65780737778374), ('microphone', 283.80181331315765), ('trs', 279.60724171486777), ('wav', 279.60724171486777), ('midi', 279.60724171486777), ('mics', 274.1076933429869), ('clarinet', 273.4033456058398), ('cymbal', 245.90697498315532), ('technica', 245.90697498315532), ('banjo', 223.42284143792133), ('distortion', 220.87914631203375), ('bass', 219.20519665922322), ('mixer', 209.9609859414904), ('deoxit', 207.5540266733731), ('condenser', 207.5540266733731), ('rehearsing', 207.5540266733731), ('ocarina', 207.5540266733731), ('protools', 207.5540266733731), ('epi', 207.5540266733731), ('fretboard', 207.5540266733731), ('turntables', 207.5540266733731), ('dulcimer', 207.5540266733731), ('cabs', 207.5540266733731), ('piano', 202.61295137280285), ('acoustic', 201.70076073994755), ('cymbals', 173.39981953996448), ('hercules', 172.52770697156856), ('ukulele', 172.52770697156856), ('seismic', 172.52770697156856), ('microphones', 162.59170905644942)])
('Office_Product', [('cartridges', 5038.569370197361), ('cartridge', 3535.4142072016666), ('printing', 2818.170775191551), ('printers', 2162.8337434348077), ('epson', 1903.7877930810766), ('scanner', 1721.2013237706358), ('print', 1677.495637378726), ('pen', 1122.991410534034), ('toner', 1069.9176992860057), ('paper', 1012.4633505411638), ('pens', 926.1416272849003), ('prints', 922.4959922296321), ('hp', 883.2896544753319), ('fax', 856.7366812870923), ('scan', 787.1438464964777), ('scanning', 747.0519627564578), ('inks', 673.6122313116412), ('stapler', 673.6122313116412), ('shredder', 614.5417214625822), ('handset', 600.399198579727), ('lexmark', 561.829229179472), ('copier', 503.8540954710817), ('desk', 494.880603511177), ('pencil', 471.1660923958054), ('remanufactured', 456.42276712449836), ('pencils', 453.4302896196644), ('staples', 453.3804466260599), ('labels', 452.2406256514737), ('laser', 427.7739102973979), ('office', 421.2011639275007), ('inkjet', 383.45878347584807), ('receipts', 382.7283718470046), ('pixma', 374.53856398873415), ('scans', 367.88919676645514), ('calculator', 346.4869366249256), ('stapling', 336.767657713155), ('answering', 334.9594211097334), ('swingline', 312.11151034037846), ('dymo', 312.11151034037846), ('mfc', 312.11151034037846), ('landline', 301.7025712057345), ('handsets', 301.7025712057345), ('envelopes', 286.92276008815696), ('ooma', 277.9187574246963), ('canon', 275.30328814993794), ('binders', 273.01583624964974), ('eraser', 258.9532056340054), ('staplers', 249.6860406324896), ('deskjet', 249.6860406324896), ('borderless', 249.6860406324896), ('printed', 242.2893977278895), ('avery', 238.10404957947404), ('papers', 229.65336520443654), ('refill', 224.94138901121005), ('sharpeners', 220.09420885289808), ('nib', 219.95957066188586), ('folders', 207.59231798054225), ('wireless', 205.95766280170488), ('scanned', 201.13860987576587), ('uniden', 198.88783160532523), ('fellowes', 198.1544695154825), ('pentel', 187.26215480478515), ('cis', 187.26215480478515), ('printhead', 187.26215480478515), ('dpi', 181.33069460517368), ('intercom', 181.33069460517368), ('speakerphone', 181.33069460517368), ('artisan', 181.33069460517368), ('binder', 175.50739299583654), ('erase', 169.8103687886152), ('sheets', 167.6887407627011), ('mousepad', 166.47709774136607), ('erasers', 163.8053957759705), ('refills', 162.207747331757), ('software', 158.0255709624773)])
('Patio_Lawn_and_Garde', [('plants', 1375.2459845466976), ('lawn', 1202.315270475095), ('seeds', 1025.23041826743), ('yard', 970.6544432294293), ('garden', 863.0908397719647), ('seed', 816.1940705756133), ('feeder', 787.3686670546093), ('plant', 707.467245647197), ('gas', 678.5602454785391), ('grass', 622.2926746357932), ('smoker', 601.8425385283906), ('pool', 598.85129604927), ('watering', 555.7509358946593), ('traps', 542.7114624464259), ('mow', 524.146963497017), ('soil', 518.128170358582), ('blower', 517.098196188268), ('germinated', 469.8647371842539), ('bbq', 449.28980232429427), ('hose', 433.25185794778685), ('hummingbirds', 412.3722233646236), ('weber', 411.1216211724551), ('sprinkler', 401.0336993812959), ('sprinklers', 391.548980207746), ('patio', 390.64561842125283), ('weeds', 389.2512848626314), ('planted', 365.89515043792846), ('burners', 362.5741200371192), ('acre', 351.20300180963704), ('trap', 329.8751152001175), ('feeders', 326.7378276689613), ('squirrels', 313.3229213173751), ('bait', 313.3229213173751), ('bilt', 313.2352103103875), ('landscaper', 313.2352103103875), ('pruner', 313.2352103103875), ('grills', 307.3898085175479), ('sprouted', 305.3323719264553), ('hammock', 291.91253265969397), ('weed', 289.08581671383405), ('fertilizer', 276.8348409896445), ('roaches', 276.8348409896445), ('bugs', 273.07436214257604), ('mice', 253.6493675691386), ('germination', 248.993800123937), ('mulch', 248.993800123937), ('grilling', 242.39529063326958), ('suet', 234.9234274165532), ('poulan', 234.9234274165532), ('soils', 234.9234274165532), ('intex', 234.9234274165532), ('geraniums', 234.9234274165532), ('hydroponics', 234.9234274165532), ('husqvarna', 234.9234274165532), ('sprout', 232.04528837899844), ('bushes', 228.98765712320684), ('driveway', 214.5512561228349), ('coals', 213.11600437448274), ('squirrel', 210.46544735109296), ('sprayer', 207.64242922860296), ('trimmer', 204.63686829941642), ('leaf', 203.25541117099732), ('birds', 202.30599624859016), ('bird', 192.80325425870612), ('hummingbird', 190.818205545615), ('sunflower', 190.818205545615), ('ants', 182.9011471269395), ('planting', 180.83496103644538), ('mowers', 175.58590614058602), ('tiller', 175.58590614058602), ('potted', 175.58590614058602), ('mowed', 175.58590614058602), ('edger', 174.69792249474318), ('flowering', 174.69792249474318), ('compost', 157.37783101418356)])
('Pet_Supplie', [('cat', 4345.41051612406), ('cats', 4115.146261158226), ('pet', 1773.5639003264084), ('litter', 1731.7759634110741), ('puppy', 1643.5350097963667), ('vet', 1565.7257995591053), ('collar', 1419.6198553443553), ('leash', 1412.089193384854), ('treats', 1260.5105239715688), ('chew', 1049.5690764525514), ('lab', 943.1409836078077), ('fleas', 890.2213870810892), ('food', 792.0117701090447), ('chewed', 670.789962887313), ('terrier', 618.6264094233687), ('barking', 582.9473786991475), ('tank', 506.8973254901984), ('chewer', 502.6842135362619), ('crate', 501.65710685081785), ('retriever', 478.775743355119), ('kitten', 473.266461921788), ('paw', 472.19612501101267), ('aquarium', 450.55397734860486), ('bulldog', 443.16225106077525), ('poodle', 443.16225106077525), ('chihuahua', 443.16225106077525), ('petsmart', 439.84310656604737), ('spaniel', 439.84310656604737), ('collars', 430.7166417008175), ('toys', 421.06656402263627), ('pup', 412.46754067339583), ('lb', 412.3168927170949), ('doggy', 386.01872082250816), ('catnip', 383.11941309537445), ('kibble', 377.00359408239063), ('petco', 377.00359408239063), ('fountain', 345.6643175401907), ('chewing', 345.6643175401907), ('puppies', 344.41979434020163), ('kitty', 334.2375474589021), ('bowl', 332.13901187860654), ('cage', 331.314926540824), ('kennel', 329.8268961273502), ('flea', 327.7186567070508), ('leashes', 321.43787346284546), ('urine', 319.2504982018622), ('chews', 319.2504982018622), ('corgi', 314.1656760246062), ('litterbox', 314.1656760246062), ('coat', 311.27972959019894), ('harness', 309.0600368288288), ('pom', 303.2395077660558), ('husky', 291.0145103430089), ('shepherd', 287.37987485785914), ('gallon', 285.1513643172138), ('poop', 279.9349559538351), ('clumping', 279.76752452402013), ('loves', 279.15841366856876), ('feeder', 278.9632188441687), ('kitties', 274.84589805736766), ('yorkie', 274.84589805736766), ('kong', 264.1365407418663), ('frisbee', 260.1439108113516), ('pomeranian', 260.1439108113516), ('pound', 259.0043870747434), ('kittens', 258.5229824220322), ('shiba', 251.32935233201206), ('rottweiler', 251.32935233201206), ('orijen', 251.32935233201206), ('furminator', 251.32935233201206), ('petsafe', 251.32935233201206), ('bichon', 251.32935233201206), ('scooping', 243.42967306783825), ('treat', 241.91452556562777), ('fur', 232.17636745438097)])
('Sports_and_Outdoor', [('weird', 0.02294261746788194), ('ears', 0.02294261746788194), ('bracelet', 0.02197444431819865), ('neighbor', 0.02197444431819865), ('sequence', 0.02197444431819865), ('skeptical', 0.021741351422219026), ('glue', 0.02097605908519035), ('ripped', 0.02097605908519035), ('colored', 0.02097605908519035), ('file', 0.02062441713076617), ('conventional', 0.020061278671098623), ('leopard', 0.01998412339472695), ('clouds', 0.01998412339472695), ('arrange', 0.01998412339472695), ('detracts', 0.01998412339472695), ('subjected', 0.01998412339472695), ('detection', 0.01998412339472695), ('clutch', 0.01998412339472695), ('radios', 0.01998412339472695), ('ios', 0.01998412339472695), ('amusement', 0.01998412339472695), ('buffer', 0.01998412339472695), ('glows', 0.01998412339472695), ('molding', 0.01998412339472695), ('denver', 0.01998412339472695), ('ramp', 0.01998412339472695), ('kool', 0.01998412339472695), ('leftover', 0.01998412339472695), ('stern', 0.01998412339472695), ('honors', 0.01998412339472695), ('fu', 0.01998412339472695), ('grandpa', 0.01998412339472695), ('pretending', 0.01998412339472695), ('lowered', 0.01998412339472695), ('rake', 0.01998412339472695), ('choke', 0.01998412339472695), ('proprietary', 0.01998412339472695), ('rx', 0.01998412339472695), ('desirable', 0.01998412339472695), ('prevention', 0.01998412339472695), ('fundamentals', 0.01998412339472695), ('finicky', 0.01998412339472695), ('frayed', 0.01998412339472695), ('soooooo', 0.01998412339472695), ('teflon', 0.01998412339472695), ('curb', 0.01998412339472695), ('tread', 0.01998412339472695), ('verdict', 0.01998412339472695), ('macy', 0.01998412339472695), ('banging', 0.01998412339472695), ('gripes', 0.01998412339472695), ('facilitate', 0.01998412339472695), ('renders', 0.01998412339472695), ('floral', 0.01998412339472695), ('bananas', 0.01998412339472695), ('preferred', 0.01959026068883886), ('pushing', 0.01959026068883886), ('quiet', 0.018915301905668248), ('capacity', 0.01872190618039243), ('darn', 0.018686874665399342), ('lit', 0.018686874665399342), ('dropping', 0.018686874665399342), ('conjunction', 0.018599568506004124), ('adequately', 0.018599568506004124), ('boxed', 0.018599568506004124), ('removal', 0.01844484689014117), ('seasoned', 0.01844484689014117), ('realizing', 0.01844484689014117), ('chuck', 0.01844484689014117), ('cheapest', 0.01844484689014117), ('randomly', 0.01844484689014117), ('tap', 0.01800884716173311), ('practices', 0.01800884716173311), ('hates', 0.017772034137202308), ('skinny', 0.017772034137202308)])
('Tools_and_Home_Improvement', [('flashlight', 1538.547970994864), ('bulb', 1267.9313191886938), ('tool', 1189.5819218124877), ('light', 1018.1890059886341), ('flashlights', 1009.9315621593369), ('dewalt', 1000.3764729990004), ('faucet', 899.8687525507257), ('drill', 860.7394311581522), ('tools', 832.8573155303754), ('bright', 816.4770274462828), ('lights', 773.0750472032331), ('fixture', 656.0620226526204), ('batteries', 547.1101414538286), ('thermostat', 541.5076430168848), ('nailer', 519.9711559443813), ('dimmer', 471.0880120115084), ('lumen', 440.51742083362336), ('miter', 399.3393401422877), ('cfl', 399.3393401422877), ('dremel', 367.78424882232), ('beam', 357.9955388088144), ('lamps', 357.1840653958403), ('blades', 338.20884876696834), ('led', 331.48209877758444), ('makita', 329.46573650551267), ('sander', 321.6671419153311), ('leatherman', 319.4633658611281), ('blade', 310.96831480576276), ('brighter', 308.0670297077127), ('switch', 299.6205782452197), ('pliers', 293.9071594713697), ('installed', 288.8657942679123), ('dimmable', 282.1958413263658), ('incandescent', 276.54755967377207), ('strobe', 269.4574172776099), ('wall', 265.7649666121716), ('halogen', 265.07899572476447), ('sink', 261.04598563223027), ('bosch', 258.5222853997983), ('lumens', 252.38679078322482), ('shower', 249.96744202889286), ('monoxide', 242.84209275460364), ('fixtures', 242.16092760295027), ('volt', 241.88547957994186), ('ridgid', 239.59144501484317), ('sockets', 236.7065359916624), ('ceiling', 235.99487266048865), ('fluorescent', 228.00208513320408), ('screws', 216.24091376741242), ('dusk', 214.31499260116937), ('maglite', 207.68563831064412), ('garage', 207.36623204352236), ('depot', 201.95111473978977), ('watt', 199.7495052128625), ('showerhead', 199.65700453335896), ('streamlight', 199.65700453335896), ('nailers', 199.65700453335896), ('wrench', 195.84326534860458), ('chandelier', 191.4982867459689), ('installation', 190.0142018106339), ('heater', 187.5852350667425), ('screw', 187.40479992242538), ('bathroom', 182.18749997390847), ('contractor', 181.18953371177332), ('cordless', 180.58350389104788), ('lithium', 177.59663603245468), ('bits', 176.762053897511), ('milwaukee', 175.77044269338796), ('remodel', 172.8345950979679), ('hose', 170.02749924712404), ('door', 165.7612080467624), ('screwdriver', 165.0218202449358), ('lathe', 164.7203288009527), ('replace', 161.47103516544857), ('candelabra', 159.72357729489363)])
('Toys_and_Game', [('toys', 1411.960520524251), ('loves', 1251.6935512104387), ('lego', 1219.5840386320606), ('son', 1183.031490681739), ('grandson', 953.6748919830555), ('dolls', 937.5559944440915), ('play', 847.7801996293716), ('birthday', 826.025153711533), ('kids', 799.8701275441781), ('christmas', 730.5924214814038), ('year', 666.7820473311479), ('daughter', 662.4701624058275), ('legos', 578.329484379666), ('puzzle', 563.5330898071908), ('pieces', 519.2522141479096), ('playing', 449.26554277861106), ('rc', 425.1210975081267), ('cards', 407.72620646502673), ('granddaughter', 368.31869905875334), ('cute', 356.01909238459314), ('barbie', 317.6748323001614), ('hasbro', 305.93106699314217), ('gift', 289.58397987928583), ('nephew', 264.5791346322608), ('child', 254.59534790095736), ('nerf', 250.25949437711128), ('played', 235.49570919945592), ('durable', 234.59433114675798), ('articulation', 227.6363780107492), ('figures', 224.59241469461054), ('helicopters', 220.05276433380646), ('cuddly', 217.52044265012037), ('dice', 217.47328442294486), ('leapfrog', 214.36510530666482), ('mattel', 203.9462821799007), ('niece', 195.02237995011217), ('educational', 194.95535300362613), ('paint', 194.16381043709063), ('stuffed', 192.63990614468864), ('plush', 183.5876460781194), ('cube', 182.85542325242287), ('playset', 173.10308233162377), ('heli', 169.95307901428404), ('lipo', 169.95307901428404), ('copter', 169.95307901428404), ('games', 169.66168798498646), ('grand', 164.71610800856268), ('grandsons', 164.46272993755258), ('doug', 164.46272993755258), ('puzzles', 163.2641336973123), ('melissa', 158.14689502965663), ('plays', 156.3702474878366), ('yr', 153.7582706204773), ('bought', 149.7019285653684), ('board', 145.2786612259001), ('transformers', 144.11337430842954), ('plastic', 143.17073885965488), ('dollhouse', 139.96747309016087), ('posable', 135.9607383466862), ('kid', 133.66918136836827), ('granddaughters', 130.52454556513163), ('decks', 130.23184352547042), ('train', 129.47155146244833), ('figure', 125.96314189496165), ('cars', 123.31505376331017), ('adorable', 120.37522149259681), ('collectible', 119.65195615659827), ('darts', 119.65195615659827), ('wheels', 118.59471605994135), ('sculpt', 118.55755400038623), ('reading', 116.49762900734555), ('wooden', 111.8276214355665), ('doh', 107.17575380065725), ('huggable', 107.17575380065725), ('toddler', 105.43894317547124)])
